"scenario","scenario_label","variable","offset_q","quarter","baseline","scenario_value","deviation","unit"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDFD",4,"2011Q1",353690.053319486,354077.877223088,0.109650780382919,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDFD",8,"2012Q1",376346.173210957,376582.521321323,0.0628007210355053,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDFD",12,"2013Q1",389736.065233065,389983.442743957,0.0634730867783206,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDFD",16,"2014Q1",403581.776597514,403841.138205782,0.0642649453733712,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDFD",20,"2015Q1",413982.594014987,414252.950111465,0.0653061506416863,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",0,"2010Q1",250749.419744386,250758.115795547,0.00346802444060046,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",1,"2010Q2",256063.137701477,256099.133812038,0.014057513660104,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",2,"2010Q3",259379.630745338,259421.403709148,0.0161049515301048,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",4,"2011Q1",269819.324906459,269786.736217097,-0.0120779671259008,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",8,"2012Q1",291057.66484897,290948.93121418,-0.037358107317309,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",12,"2013Q1",301089.28782197,301052.552632002,-0.0122007628480247,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",16,"2014Q1",314348.271419103,314372.529219096,0.00771685490246199,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NDPFD",20,"2015Q1",322616.498498021,322684.905788731,0.0212039034049871,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",0,"2010Q1",80924.7514639638,81524.9094443699,0.741624743417724,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",1,"2010Q2",80647.5234282387,81099.0253425027,0.559845975513129,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",2,"2010Q3",81080.2291508732,81536.5787021487,0.562837027046803,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",4,"2011Q1",83870.7284130271,84291.1410059902,0.501262598904262,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",8,"2012Q1",85288.5083619878,85633.5901071433,0.404605206238284,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",12,"2013Q1",88645.7774110944,88929.8901119541,0.320503366496694,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",16,"2014Q1",89232.5051784116,89467.6089866851,0.263473280060267,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NG",20,"2015Q1",91366.0955169666,91568.0443227343,0.22103254453969,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",0,"2010Q1",331694.167849094,332303.023614102,0.183559382112675,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",1,"2010Q2",335167.694807308,335655.507117972,0.14554275910883,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",2,"2010Q3",340511.857005011,341010.331149283,0.146389658397195,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",4,"2011Q1",354951.028563503,355339.246954513,0.109372380911577,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",8,"2012Q1",378877.081543525,379114.073030372,0.0625510220575887,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",12,"2013Q1",389505.065480396,389752.461255576,0.0635154192090148,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",16,"2014Q1",402400.833764627,402659.873721042,0.0643736132433403,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NGNE",20,"2015Q1",415064.552574031,415335.233371292,0.0652141445425025,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",0,"2010Q1",7545.66141621002,7546.38596605861,0.00960220461305727,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",1,"2010Q2",7459.49590850755,7459.52488810378,0.0003884926888853,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",2,"2010Q3",7563.4606075382,7560.88807713024,-0.0340126106481153,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",4,"2011Q1",7673.27541211969,7660.78262672349,-0.16280903167456,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",8,"2012Q1",7613.93899581538,7587.01520961083,-0.353611793046149,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",12,"2013Q1",8209.45489643418,8183.50093886009,-0.316147148641643,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",16,"2014Q1",8879.21284569915,8856.58597208732,-0.254829724267525,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHA",20,"2015Q1",9778.72152246408,9758.5100091349,-0.206688709590042,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",0,"2010Q1",1233.58201929833,1233.58201929833,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",1,"2010Q2",1256.37596948475,1256.26751175552,-0.00863258545674706,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",2,"2010Q3",1273.90339598772,1273.47913465424,-0.0333040428987186,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",4,"2011Q1",1311.20389247735,1309.68728110565,-0.11566556356406,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",8,"2012Q1",1357.18565021148,1353.32107851968,-0.284748935504464,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",12,"2013Q1",1409.61448951491,1404.1539063221,-0.387381318326896,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",16,"2014Q1",1484.61770070932,1478.22008874166,-0.430926558709255,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHC",20,"2015Q1",1579.93246151644,1573.12798277207,-0.430681621531825,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",0,"2010Q1",154008.224362865,154046.027211186,0.0245459932269654,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",1,"2010Q2",158217.150100393,158310.345320875,0.0589033618814572,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",2,"2010Q3",161759.890338948,161890.66371518,0.0808441301230589,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",4,"2011Q1",168532.05799872,168705.599848647,0.102972604730245,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",8,"2012Q1",180216.29855773,180377.080338798,0.089216004520698,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",12,"2013Q1",184535.044606357,184678.862664043,0.077935363438475,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",16,"2014Q1",191402.819743607,191551.54218553,0.0777012805360355,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHCOE",20,"2015Q1",196127.704344723,196280.965226407,0.0781434128317882,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",0,"2010Q1",218946.098712506,218947.53756152,0.000657170427942333,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",1,"2010Q2",220821.600634023,220873.731095281,0.0236075008551273,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",2,"2010Q3",225623.527341224,225708.881924711,0.0378305332308981,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",4,"2011Q1",236953.80215357,237142.609381068,0.0796810288683503,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",8,"2012Q1",245300.9744457,245561.42147162,0.106174476684684,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",12,"2013Q1",256071.784699798,256271.689108834,0.0780657694366083,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",16,"2014Q1",268388.549599784,268566.043401486,0.0661331498553075,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHDY",20,"2015Q1",278374.377790824,278556.219754629,0.0653228092500235,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",0,"2010Q1",2940.28627575736,2941.01082560595,0.0246421532000607,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",1,"2010Q2",2881.58509433315,2882.54872052239,0.033440837514398,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",2,"2010Q3",2966.28227430453,2967.56850304923,0.0433616434905026,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",4,"2011Q1",3064.48307853143,3066.1473691833,0.0543090175149752,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",8,"2012Q1",3111.67207901841,3113.4906738573,0.0584442959514098,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",12,"2013Q1",3524.42445497972,3526.52579013421,0.0596220796142521,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",16,"2014Q1",3773.79277991989,3776.09897825237,0.0611108894146728,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHFA",20,"2015Q1",4188.06057661583,4190.66685357064,0.0622311188468228,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",0,"2010Q1",1506.09555001299,1506.48182353054,0.0256473447215688,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",1,"2010Q2",1539.09247723347,1539.17611312893,0.00543410462310323,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",2,"2010Q3",1556.58851580609,1556.34181732272,-0.0158486639763811,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",4,"2011Q1",1610.96238677778,1609.45558878744,-0.0935340267843476,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",8,"2012Q1",1683.04952251427,1678.98568713838,-0.241456672636731,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",12,"2013Q1",1741.229078139,1735.53563491057,-0.326978414265544,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",16,"2014Q1",1843.72305911249,1837.03386153817,-0.362809237605188,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHL",20,"2015Q1",1968.63302929179,1961.52314979347,-0.361158194165045,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",0,"2010Q1",4605.37514045267,4605.37514045267,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",1,"2010Q2",4577.91081417439,4576.97616758139,-0.0204164438964205,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",2,"2010Q3",4597.17833323368,4593.31957408101,-0.0839375563217892,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",4,"2011Q1",4608.79233358825,4594.6352575402,-0.307175394840042,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",8,"2012Q1",4502.26691679697,4473.52453575353,-0.63839797983124,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",12,"2013Q1",4685.03044145447,4656.97514872588,-0.598828397791173,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",16,"2014Q1",5105.42006577926,5080.48699383496,-0.488364750070613,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNFA",20,"2015Q1",5590.66094584826,5567.84315556426,-0.408141193054112,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",0,"2010Q1",6039.56586619703,6039.90414252807,0.00560100408770747,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",1,"2010Q2",5920.40343127407,5920.34877497484,-0.000923185385293124,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",2,"2010Q3",6006.87209173211,6004.54625980751,-0.0387195180633348,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",4,"2011Q1",6062.31302534191,6051.32703793605,-0.18121775236507,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",8,"2012Q1",5930.88947330111,5908.02952247246,-0.385438827203899,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",12,"2013Q1",6468.22581829519,6447.96530394952,-0.313231400925462,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",16,"2014Q1",7035.48978658666,7019.55211054915,-0.22653257301134,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHNW",20,"2015Q1",7810.08849317229,7796.98685934143,-0.167752693741074,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",0,"2010Q1",64937.8743496408,64901.5103503336,-0.055998136174662,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",1,"2010Q2",62604.4505336299,62563.3857744057,-0.0655939935166328,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",2,"2010Q3",63863.637002276,63818.218209531,-0.0711183936226045,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",4,"2011Q1",68421.7441548496,68437.0095324215,0.02231071095955,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",8,"2012Q1",65084.6758879702,65184.3411328221,0.15313166039792,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",12,"2013Q1",71536.7400934403,71592.826444791,0.0784021626892839,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",16,"2014Q1",76985.7298561776,77014.501215956,0.0373723283940253,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHOY",20,"2015Q1",82246.6734461006,82275.2545282223,0.034750441475806,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",0,"2010Q1",14730.673034409,14723.4038345844,-0.0493473706706493,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",1,"2010Q2",12789.1963220636,12827.0693561659,0.296133026255085,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",2,"2010Q3",15215.485355923,15270.8152717207,0.363642134992093,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",4,"2011Q1",19843.2777172292,19986.0050157982,0.719272796576109,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",8,"2012Q1",17591.5144792276,17839.0246624982,1.40698621237427,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",12,"2013Q1",18848.3764695603,19033.9066882942,0.984329971515407,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",16,"2014Q1",19175.4790557344,19316.3108339287,0.734436817901729,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHS",20,"2015Q1",19137.5010730074,19264.6855317807,0.664582373048961,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",0,"2010Q1",0.0742054168483838,0.0741682608422694,-0.050071824527731,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",1,"2010Q2",0.0639109582026181,0.0640835252871586,0.270011730998299,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",2,"2010Q3",0.0743842452288127,0.0746235991503225,0.321780399563876,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",4,"2011Q1",0.0921195867505411,0.0927009245329681,0.631068595652029,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",8,"2012Q1",0.0787557595169223,0.0797708294192026,1.28888338898205,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",12,"2013Q1",0.0807747920906355,0.0815000621976219,0.897891641952553,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",16,"2014Q1",0.0784598725611721,0.0789787526418518,0.661331791324393,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHSR",20,"2015Q1",0.0758550573374404,0.0763041793291298,0.592079167103599,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",0,"2010Q1",0.470859403117345,0.470127169073573,-0.155510124450076,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",1,"2010Q2",0.466058644116883,0.465714808260909,-0.073775234150042,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",2,"2010Q3",0.469742151112107,0.469517254334435,-0.0478766440565881,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",4,"2011Q1",0.473365470179745,0.473419889980115,0.0114963603807361,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",8,"2012Q1",0.481987279520713,0.482175982401395,0.0391510084807978,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",12,"2013Q1",0.47870065439851,0.47881671893861,0.024245745025242,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",16,"2014Q1",0.474141498064667,0.47425107705497,0.023111031358658,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NHWS",20,"2015Q1",0.47985592873013,0.47995259786278,0.020145449261233,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NIB",0,"2010Q1",46711.8864064075,46711.8744087305,-2.56844198576189e-05,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NIB",1,"2010Q2",47687.2625988515,47721.2470382472,0.0712652342442777,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","NIB",2,"2010Q3",48592.5090759241,48643.5068797013,0.104949929005449,"pct_deviation"
